Modulation of the electronic and magnetic properties of pyridinic N-doped graphene with Ni/Cr,"© 2023 World Scientific Publishing Europe Ltd.We have explored the interaction of Ni/Cr with pyridinic N-doped graphene and its influence on the electronic and magnetic characteristics of graphene using a density functional theory (DFT) approach. A 5 × 5 graphene supercell with a single vacancy is modeled. Initially, the concentration of nitrogen atoms is varied in the pyridinic configuration of graphene. The structures, thus obtained, are decorated with Ni/Cr atoms. For configurations without transition metals (TMs), the calculated electronic band structures show a downward shift in Fermi level that decreases as nitrogen concentration increases. Furthermore, it is found that these structures manifest metallic behavior along with some flat bands near the Fermi level. With the addition of Ni/Cr atoms, the movement of the Fermi level toward the conduction band is noticed. The opening of the bandgap at the K-point also varies slightly with the concentration of N atoms and/or the presence of TM atoms. The structures P1N-Ni and P2N-Ni transmute into semiconductors. A significant increase in the magnetic moment is found with the adsorption of the Ni/Cr atom. The analysis of spin-polarized partial density of states proves that higher magnetic moments following TM absorption are mainly on account of the Ni/Cr-3d orbitals and their hybridization with C-2p orbitals. These findings suggest that functionalizing TMs on pyridinic N (Nitrogen)-doped graphene can drastically alter their electronic and magnetic properties.",International Journal of Computational Materials Science and Engineering
Metal-organic framework-based catalysts for lithium-sulfur batteries,"© 2022 Elsevier B.V.Lithium-sulfur batteries (LSBs) have been regarded as one of the most promising successors to lithium-ion batteries owing to their high energy density, low cost and environmental friendliness. However, their practical applications are seriously hindered by the poor overall performance arising from the sluggish sulfur redox kinetics and polysulfide shuttle effect. Over the last few years, introducing catalysts in the cathodic part to accelerate the polysulfide conversion and fundamentally inhibit the shuttle effect has become extensively studied research topics. Various catalytic materials have been employed to boost the whole performance of LSBs. Among them, metal–organic frameworks (MOFs) as a new family of porous coordination polymers have aroused enormous research interest because of their tunable structure, diverse compositions and functional versatility. Herein, recent progress of MOF-based catalysts toward facilitating polysulfide conversion for LSBs is systematically reviewed for the first time. First, the involved redox mechanism and catalysis in LSBs are briefly summarized. Then, pristine MOF, MOF composites and MOF derivatives as catalysts for improving the electrochemical performance are discussed. Ultimately, a short conclusion and the prospect of MOFs-based catalysts for LSBs are presented.",Coordination Chemistry Reviews
Unveiling the synergistic catalysis essence of trimetallic Fe-Co-Ni phosphides for lithium–sulfur chemistry,"© 2022 Elsevier B.V.Lithium–sulfur batteries (LSBs) have emerged as prospective candidates for energy storage systems due to their high energy density and low cost of sulfur. However, the fast capacity degradation stemming from the fatal lithium polysulfide (LiPS) shuttle and sluggish redox reaction kinetic acts as the bottleneck for the real implementation of LSBs. Herein, we propose a well-designed nanosphere functionalized with trimetallic Fe-Co-Ni phosphides (FCNP) to host sulfur and promote the sulfur redox reactions. The well-dispersed trimetallic phosphides can not only enhance polarity and electron conductivity but also supply sufficient conversion sites and short sulfur evolution pathway. Therefore, the elaborated trimetallic phosphides on carbon nanosphere effectively inhibits LiPSs escaping from the cathode to anode. Further, the systematic electrochemical measurements and synchrotron X-ray three-dimensional nano-computed tomography (X-ray 3D nano-CT) results provide clear evidence that FCNP as a bidirectional electrocatalyst smoothly accelerates the generation and decomposition of Li2S. Accordingly, the S/FCNP cathode exhibits a remarkable discharge capacity of 1172.3 mA h g−1 at 0.2C in coin cell, 1164.0 mA h g−1 at 0.1C in pouch cell and the favorable cycling performance.",Chemical Engineering Journal
Ultrafast microwave-induced synthesis of lithiophilic oxides modified 3D porous mesh skeleton for high-stability Li-metal anode,"© 2022The wide application of Li metal anodes is hindered by the inhomogeneous growth of Li dendrites. Herein, we propose an ultrafast microwave-induced synthesis method for a lithiophilic 3D porous mesh skeleton converted by commercial brass mesh. Due to the lithiophilic oxides (FeO and CuO) granular layer and 3D porous structure, this novel skeleton can be used as a current collector to achieve a high-stability of Li metal anode. A dendrite-free deposition morphology Li metal anode is obtained with noticeable cycling stability up to 1000 h (2500 cycles) at 5 mA cm−2 current density with 1 mA h cm−2 capacity. This skeleton is used to assemble the full-cell with the commercial LiCoO2 (LCO) cathode. A stable full-cell is obtained with 87.2 % capacity retention after 500 cycles at 0.5C. The microwave-induced synthesis method in this work can prepare 3D lithiophilic skeleton in a brief period, which provides guidance for the design of Li metal anode.",Chemical Engineering Journal
Valence engineering at the interface of MoS2/Mo2C heterostructure for bionic nitrogen reduction,"© 2022 Elsevier B.V.The natural nitrogenase is still the most efficient catalyst on earth to reduce the ambient N2 into ammonia. The central part of the molecular machine is powered by a metallic core, usually a molybdenum atom, whose coordination valence state remains an enigma for us to unveil and mimic. Unlike the flexible bio-enzyme, inorganic heterogeneous catalysts are usually rigid in the coordination structure, making their valence states invariable, except some localized defects. In this study, we successfully synthesized a two-dimensional MoS2/Mo2C electrocatalyst, which contains a heterostructured interface with efficient charge and magnetism separation, exhibiting a gradual and broad valence state transition from Mo4+ to Mo2+. Density functional theory (DFT) calculations reveal that Mo3+ sites at the interface have a strong N2 adsorption energy of − 0.75 eV with the side-on configuration, and an activated hydrogenation of *NH2 species. This bionic electrocatalyst displays a splendid performance in nitrogen reduction reaction with a Faradic efficiency of 42 % at −0.1 V vs RHE.",Chemical Engineering Journal
Status and prospects of electrocatalysts for lithium-sulfur battery under lean electrolyte and high sulfur loading conditions,"© 2022 Elsevier B.V.The high theoretical energy density (2600 Wh kg−1) and high theoretical specific capacity (1675 mAh/g) have led to the emergence of lithium-sulfur battery (LSB), which makes it one of the most potential energy storage systems to achieve commercialization in place of lithium-ion battery. Unfortunately, the slow kinetics and the shuttle effect of polysulfides in LSB severely hamper its rate performances and operating life. The cycling performances and sulfur utilization of LSB have been improved by most sulfur host materials as electrocatalysts under excess electrolyte. However, considering the practical application of LSB, lean electrolyte and high sulfur loading conditions are necessary. In this review, research progress of electrocatalysts in LSB under lean electrolyte and high sulfur loading conditions are introduced. Electrocatalysts are mainly divided into nonmetallic catalysts and metal-based catalysts. Nonmetallic catalysts include nonmetallic compounds, graphene, carbon nanotubes and heteroatom-doped carbon materials. Metal-based catalysts are composed of cobalt-based catalysts, molybdenum-based catalysts, iron-based catalysts and multi-metal-based heterostructures. The improvement battery performances and the related catalytic mechanism of electrocatalysts are comprehensively discussed. Finally, the challenges and prospects on exploring further to achieve commercial applications of LSB are presented.",Chemical Engineering Journal
MOF-derived single-atom catalysts: The next frontier in advanced oxidation for water treatment,"© 2022 Elsevier B.V.Over the last decade, single-atom catalysts (SACs) have emerged as a new frontier in the field of advanced oxidation processes (AOPs), since they allow combining the advantages of homogeneous and heterogeneous catalysts, eventually maximizing the atomic efficiency. Metal-organic frameworks (MOFs), periodic porous structures formed through self-assembly of transition metal cations and organic ligands, are regarded as an ideal precursor for the synthesis of SACs. In this review, the synthetic strategies and characterization methods for MOF-derived SACs are described, with special focus on experimental techniques and theoretical simulations employed to verify the existence of single atoms and metal-binding sites. In addition, applications of these catalysts in water treatment by AOPs and electrochemical AOPs based on the activation of persulfate and H2O2 are discussed, paying attention to reaction mechanisms investigated via DFT calculations. Finally, perspectives and research challenges for future development of MOF-derived SACs as catalysts in AOPs are commented.",Chemical Engineering Journal
Selective catalysis of single V atoms and VN1-x nanodots enables fast polysulfides conversion in lithium–sulfur batteries,"© 2022The application of lithium–sulfur (Li–S) batteries are mainly hindered by the shuttle effect of soluble polysulfides and the sluggish kinetics of sulfur redox reaction. Hence, a bidirectional catalyst, in which single vanadium (V) atoms with V-N4 coordination and vanadium nitride nanodots with abundant nitrogen vacancies (VN1-x) are decorated on nitrogen-doped carbon nanosheets (VN1-x@V-NC), was designed to modify the separators for Li–S batteries. Theoretical calculations and experiments show that V-N4 and VN1-x sites display catalytic selectivity for the formation and decomposition of Li2S, respectively. Additionally, nitrogen-deficient VN1-x displays a strong affinity toward soluble polysulfides through V-S and Li-N bonds, and polysulfides are preferentially adsorbed near the nitrogen vacancies. Specially, the strong adsorption ability facilitates the subsequent conversion reaction at the dual-site. Consequently, a Li–S battery with VN1-x@V-NC modified separator based on pure S cathode displays a stable long-term cycling performance over 500 cycles at 2C. Furthermore, the electrochemical performance of pouch cell with 4 mg cm−2 S loading demonstrates the potential of the VN1-x @V-NC modified separator for practical application.",Chemical Engineering Journal
Application of transition metal boride nanosheet as sulfur host in high loading Li-S batteries,"© 2022 Elsevier B.V.Two-dimensional (2D) metal boride material (MBene) has aroused concern recently. However, the research and application exploration for MBene materials with more exposure sites are seriously restricted due to lack of suitable preparation methods. Herein, a kind of composites of monolayer MBene nanosheets and carbon nanotube (mono-MBene/CNT) is prepared through ice template method for the first time and applicated as a novel cathode host in high-loading lithium-sulfur (Li-S) batteries. Benefiting from multifunctional advantages of mono-MBene/CNT cathode including anchoring lithium polysulfides (LiPS), multiple functional sites and fast lithium-ion transport, the cells with S@mono-MBene/CNT cathode exhibit superior long-term cycling performance over 1000 cycles. Most notably, even if the sulfur loading is up to 15.28 mg cm−2, the cells with S@mono-MBene/CNT cathode deliver an initial area capacity of 12.73 mAh cm−2 and the capacity can also maintain at 11.07 mAh cm−2 after 120 cycles (86.96 % capacity retention) with current density of 21.80 mA cm−2, which is approximately 3 times higher than the capacity of commercial lithium-ion batteries. This work not only provides a guiding role in preparing monolayer MBene material, but also exhibits the application prospect for MBene material in the fields of energy storage.",Chemical Engineering Journal
High-efficient and recoverable Mo72V30@Fe3O4/C catalyst for oxidation of hydroxyfurfural,"© 2022 Elsevier LtdIt is a great challenge to develop recyclable polyoxometalate (POM) based catalysts with high efficiency and selectivity in oxidation of 5-hydroxymethylfurfural (HMF). In this paper, MIL-88A(Fe) derived Fe3O4/C is designed as an efficient carrier to entrap Keplerate-type POM and form Mo72V30@Fe3O4/C composite catalyst. Due to the confined and synergistic effect of Fe3O4/C framework, as compared to other reported catalysts, Mo72V30@Fe3O4/C exhibits the highest catalytic activity and selectivity in aerobic oxidation of HMF with a 99.4 % conversion and a 100 % selectivity to 2,5-diformylfuran (DFF). The Mo72V30@Fe3O4/C catalyst still shows a high activity even after ten cycles. A possible synergistic catalytic mechanism is proposed that Mo72V30@Fe3O4/C oxidizes HMF to DFF through a proton coupled electron transfer (PCET) process indicating the polymetallic center in Mo72V30@Fe3O4/C synergistically promotes this reaction. This work not only provides a giant POM based catalyst in biomass conversion, but also highlights a polymetallic active center concept for the design of biomass oxidation catalyst.",Fuel
Work function mediated interface charge kinetics for boosting photocatalytic water sterilization,"© 2022 Elsevier B.V.Photocatalytic sterilization is an eco-friendly strategy to utilize solar energy for treating water contaminated with resistant bacteria. Here, we propose interface engineering to induce an internal electric field (IEF) in leaf-like Ti3C2Tx/TiO2 based on the work function (Φ) theory, which enhances photocatalytic sterilization performance by steering interface charge kinetics. Density functional theory (DFT) calculations and in situ irradiation X-ray photoelectron spectroscopy (ISI-XPS) results show that photogenerated charge carriers can be directionally separated by the IEF. The efficient charge kinetics benefits the reactive oxygen species (ROS) generation and hence a superior broad-spectrum sterilization performance. We employ the intrinsic physical characteristics of MXene to steer interface charge kinetics for photocatalysis, which exhibits great potential in water disinfection.",Journal of Hazardous Materials
Alleviating the self-discharge and enhancing the polysulphides conversion kinetics with LaCO3OH nanocrystals decorated hierarchical porous carbon,"© 2022 Elsevier B.V.Lithium-sulfur (Li-S) batteries have been recognized as one of the most promising energy storage devices due to their ultrahigh energy density of 2600 Wh kg−1. However, their practical implementation is greatly impeded by the sluggish sulfur conversion kinetics, detrimental “shuttle effect” and severe self-discharge. In this work, LaCO3OH nanocrystals decorated nitrogen-doped carbon nanosheet arrays (MNCS-La) are fabricated via an etching-embedding method, which is further applied as an advanced sulfur reservoir for Li-S batteries. The hierarchical porous architecture of carbon nanosheet arrays provides a huge pore volume, which not only buffers the volume fluctuation of active materials during the discharge–charge process, but also facilitates the electrolyte infiltration and ion diffusion. More importantly, the monodispersed LaCO3OH nanocrystals inhibit the shuttle effect and self-discharge by forming a strong La-S bond with lithium polysulfides (LiPSs) and simultaneously enhance the electrochemical conversion kinetics. Attributed to these synergistic features, the sulfur electrodes based on MNCS-La achieve enhanced electrochemical performance, such as an initial discharge capacity of 1230 mAh/g at 0.2 C and a low capacity attenuation of 0.048% per cycle after 1000 cycles at 1 C. This work provides a feasible structural design of host for the applications of Li-S batteries and calls more attention to lanthanide metals-based composite materials.",Chemical Engineering Journal
Recent progress of hollow structure platform in assisting oxygen evolution reaction,"© 2022 Elsevier B.V.Hydrogen production by water electrolysis has received extensive attention, mainly due to the fact that the process does not emit carbon dioxide and other pollutants. Whereas, the kinetic process of the anodic oxygen evolution reaction (OER) is very sluggish due to the four-electron proton coupling mechanism, which seriously affects the hydrogen production efficiency. The development and use of high-performance oxygen evolution electrocatalysts is an important way to improve the kinetics of OER processes. As an electrocatalyst platform, the hollow structure exhibits unique advantages in assisting the OER process. This review summarizes and discusses the advantages and disadvantages and improvement strategies of hollow structures, construction strategies, types of hollow structures and synthetic methods as well as unique advantages in facilitating the OER process. We focus on the role of hollow materials with different compositions and morphologies in promoting the OER reaction. In addition, this review also discusses the problems and challenges of hollow structure fabrics, and discusses the corresponding solution strategies and future development directions.",Chemical Engineering Journal
Directed self-assembled pathways of 3D rose-shaped PtNi@CeO2 electrocatalyst for enhanced hydrogen evolution reaction,"© 2022 Elsevier B.V.The development of high electrocatalytic activity and low-cost Pt-containing catalyst is highly feasible for hydrogen evolution reactions under alkaline conditions. In this study, a series of three-dimensional (3D) rose-shaped cerium (IV) oxide (CeO2)-supported Pt and Ni alloy nanocomposite catalysts were prepared by a direct solvothermal method (PtxNiy @CeO2), and the catalytic activity of the prepared catalysts in hydrogen evolution reactions was studied. The experimental results show that the rose-shaped CeO2 as a carrier can provide abundant oxygen vacancies, and when combined with Pt and Ni, it will trigger the rearrangement of metal electrons. At the same time, this special structure can provide a larger specific surface area and expose more active sites. Bimetallic catalysts have higher hydrogen evolution reaction (HER) activity than monometallic catalysts due to the interaction between metals. In the composite catalyst with a molar ratio of Pt to Ni of 1:1 (Pt1Ni1 @CeO2), electrons are transferred from Ni to Pt. At this time, the catalyst exhibits the most excellent HER catalytic performance. Exhibits low HER overpotential (59 mV) and Tafel slope (56.50 mV dec−1) at a current density of 10 mA cm−2. In addition, the composite catalyst exhibits distinguished long-term electrochemical stability within 15 h. This work provides new possibilities for the effective combination of rare earth oxides and Pt-based materials as high-efficiency HER electrocatalysts under alkaline conditions.",Journal of Alloys and Compounds
