Boosting the hydrogen evolution of layered double hydroxide by optimizing the electronic structure and accelerating the water dissociation kinetics,"© 2022 Elsevier B.V.Designing a highly efficient and durable electrocatalyst for hydrogen evolution reactions (HER) is of great significance to promote the development of green hydrogen energy. This work reports a vertical-aligned electrocatalyst of Cu2O/CoCu-LDH inlaid bilayer nanosheets that achieve excellent alkaline HER performance with a low overpotential of 96 mV at 10 mA cm−2 and a low Tafel slope of 76.8 mV dec−1. Notably, Cu2O/CoCu-LDH outperforms Pt/C at a practical current density of 600 mA cm−2. The structural characterizations and theory calculations revealed that the superior HER activity of Cu2O/CoCu-LDH is due to the distinctive morphology, optimized electronic structure and accelerated water dissociation kinetics. Remarkably, the Cu2O/CoCu-LDH acted as the cathode in alkaline Zn-H2O cell demonstrating the potential applications for H2 generation and electricity energy simultaneously. Our work can guide the design of LDH-based electrocatalysts with outstanding HER performance.",Chemical Engineering Journal
Manipulation of the CO2 capture capability of graphdiyne using transition metal decoration and charge injection: A DFT-D2 study,"© 2022 Elsevier LtdDue to the importance of removing pollutant gases from the environment, we are looking to introduce a new platform that has high performance. Here, we investigate the ability of the pristine and 3d transition metal (TM) decorated graphdiyne (GDY) surface for CO2 capturing with and without charge injection using DFT-D2 method. The results show that in the most stable configurations, TM is adsorbed in A2 site of the GDY for Ti to Cu metals, while Sc is placed in A3 site. Also, the highest binding energy is related to the Sc atom (-4.942 eV). The adsorption energies (Eads) of CO2 onto TMs-decorated GDY in the most stable configurations show that the highest adsorption energies are related to Sc to Cr-GDY (−0.650, −0.799, −1.404, and −0.581 eV, respectively), with improving about 3 to 7 times compared to the pristine GDY. Injection of the negative charge on the Sc-GDY structure shows that Eads of CO2 increases up to three times. Moreover, CO2 adsorption/ desorption can be controlled through the charge on–off switching process. Also, the CO2 capture capacity on the pristine GDY (PGDY) is 37.9 wt%, and it can increase to 70.2 wt% on the −3e charged Sc-GDY structure.",Fuel
Iodine-doped single-atom cobalt catalysts with boosted antioxidant enzyme-like activity for colitis therapy,"© 2022 Elsevier B.V.Doping with heteroatoms was performed as an effective strategy for modulating the electronic structure of single metal atom and further enhancing the catalytic activity of single-atom catalysts (SACs). Single-atom cobalt catalysts anchored on nitrogen-doped carbon (CoCN) have achieved considerable attention in biosensors and anti-inflammation therapy. How to further improve the antioxidant activity of CoCN for satisfying their biomedical applications is a hot topic. Here, we synthesized a series of halogen-doped CoCN, obtained CoCNF, CoCNCl, CoCNBr and CoCNI. We found the catalase (CAT), superoxide dismutase (SOD) and glutathione peroxidase (GPx) -like catalytic activities of CoCNCl, CoCNBr and CoCNI significantly increased than that of CoCN. Especially, CoCNI exhibited the highest antioxidant capacity. Finally, we used CoCNI as the remarkable reactive oxygen species (ROS) eliminating material in protecting cellular against oxidase stress in vitro and colitis therapy in vivo. Our work opens a new insight to design SACs with high catalytic activities by halogen doping for ROS-relative disease therapy.",Chemical Engineering Journal
Ru monolayer island doped MoS2 catalysts for efficient hydrogen evolution reaction,"© 2022 Elsevier B.V.Developing highly-efficient hydrogen evolution reaction (HER) catalysts is significantly important for hydrogen generation by water splitting. In this work, Ru monolayer islands (MIs)-doped MoS2 catalysts are synthesized controllably by high-gravity technology. Ru MIs are successfully anchored on the MoS2 nanosheets via the coordination of Ru and S species in the MoS2 matrix to form monolayer island structure, which not only provides high-density active centers for boosting the HER activity, but also exhibits the maximum atomic utilization. The prepared Ru MIs-doped MoS2 catalysts exhibit a remarkably low overpotential of 17 mV at the current density of 10 mA cm−2 (η10) in alkaline conditions. Density functional theory (DFT) results reveal that multi-Ru monolayer doping can efficiently tailor the electronic structure and improve the adsorption of hydrogen on MoS2, and thereby boost the catalytic activity of HER. This work provides a Ru MIs doping approach to enhance the density of active sites of electrocatalysts, which would overcome the bottleneck of low active site density of single-atom catalysts to design high-efficient electrocatalysts with maximum atomic utilization.",Chemical Engineering Journal
"A review on S-scheme and dual S-scheme heterojunctions for photocatalytic hydrogen evolution, water detoxification and CO2 reduction","© 2022 Elsevier LtdDiscovering alternative materials and technologies that provide the meaningful potential to environmental and energy-related challenges in critical to the long-term viability of industrial activity and the evolution of society. Photocatalysts are undeniably important, and scientists are working hard to improve their photocatalytic performance. The high recombination rates of photogenerated electron-hole pairs as well as poor redox capability are addressed via heterojunction modification. In this direction, oxidation type and reduction type photocatalysts based S-scheme heterojunctions are highly promising owing to highly diminished recombination facilitated by internal electric field. This review has focused on the shift from Z-scheme to new revolutionary S-scheme based photocatalytic materials with high performance applications in the field of energy and environment. It can be concluded that controllable built-in electric field intensity and stable interfacial carrier transport process make S-scheme heterostrctures ideal. However their application is mainly limited to powder photocatalysts, don't apply to photo-chemistry and solar cells with external circuit, reaction thermodynamics and dynamics management in S-scheme photocatalysts is not adequate. To some extent, dual S-schemes address to these limitations and further research is to be carried out to fight the bottlenecks. Several perspectives on the future of S-scheme and dual S-scheme heterostructure were also provided based on rigorous review of the reported results. A discussion on the previously reported different types of heterojunctions and S-schemes is presented in this review along with plausible charge transfer mechanisms. The synthetic routes to S-scheme heterojunctions are also provided along with modifications and combinations. The current designing and perspective applications in numerous pollutant degradation, hydrogen production and CO2 conversion is selectively highlighted. The transition of mechanism elucidation from Z-scheme to S-scheme has been discussed with suitable case studies. However, S-scheme heterojunctions designing and fabrication is still new commercially and so present readiness and bottlenecks have been discussed. Hence it is quite imperative for a future roadmap to be laid to design and develop economically viable high performance S-scheme heterojunctions.",Fuel
Electron deficient boron-doped amorphous carbon nitride to uphill N2 photo-fixation through π back donation,"© 2022 Elsevier B.V.The photocatalytic Nitrogen fixation to NH3 by using water as a protonation source is a requisite renovation for life. Albeit, the activation and adsorption of robust N[tbnd]N is the bottleneck in NH3 synthesis. Here, we report an amorphous-wrinkled hollow-tubular electron-deficient boron-doped carbon nitride (BCN) for improved photocatalytic N2 fixation via “σ donation and π back donation”. The electron-deficient B played synergetic roles to activate and stabilize the adsorbed N2 i.e. (i) It tunes the bandgap of CN for effective light absorption and charge transfer; (ii) The B-N coordination site polarizes chemisorbed N2 via electron pair acceptance; (iii) The filled sp2 orbital of B activates the N2 by π-back donation. Consequently, the photocatalytic performance of BCN-4 reaches 0.93mmolh−1g−1 with AQY of ∼13% (350 nm) and solar to NH3 conversion efficiency (SSCNH3) of 0.017%. The in situ DRIFT and DFT studies revealed that BCN exhibited spontaneous N2 adsorption and activation, followed by protonation of the adsorbed N2, with a negligible energy barrier.",Applied Catalysis B: Environmental
Potential-dependent reconstruction of Ni-based cuboid arrays for highly efficient hydrogen evolution coupled with electro-oxidation of organic compound,"© 2022 Elsevier B.V.In-situ surface self-reconstruction of electrocatalysts plays a crucial role in efficiently catalyzing the hydrogen evolution reaction (HER) and the organic compound oxidation reaction. Herein, a core@shell structure of metallic Ni@O-riched Ni layer (Ni@O-Ni) pre-electrocatalyst was established, which possesses a unique self-adaptable ability for the potential-dependent reconstruction to generate actual active sites for catalytic reactions. The reconstructed Ni@Ni/NiOx during the cathodic activation process shows an outstanding HER activity with a low overpotential of 71 mV to reach 10 mA cm−2 and remarkable stability in 1.0 M KOH. In addition, the core@shell structured Ni@NiOx during the anodic activation process contributes to abundant redox reactions for the electro-oxidation of organic compound. Especially, the Ni@NiOx exhibits an ultralow potential of 1.309 V at 10 mA cm−2 and ∼ 99 % yield of benzoic acid (Ph-COOH) product for the electro-oxidation of benzyl alcohol (Ph-CH2OH). In-situ Raman spectra corroborate the reversible transformation of Ni2+-Ox and γ-Ni3+–OOH and reveal the vital role of γ-Ni3+–OOH in seizing the proton for Ph-CH2OH electro-oxidation reaction. Moreover, the constructed integrated water splitting coupled with Ph-CH2OH electro-oxidation needs only a cell voltage of 1.438 V at 10 mA cm−2, resulting in an electrical energy saving of 14.3 % compared to overall water splitting. This work proposes profound insights into the correlation between surface features, potential-dependent reconstruction, and the multifunctionality of electrocatalysts.",Chemical Engineering Journal
"Controllable chemical composition in double-perovskite Bi0.5Sm0.5FeO3 epitaxial thin films for ferroelectric, photovoltaic, and ferromagnetic properties","© 2022 Elsevier B.V.The oxide double-perovskite thin films are promising multifunctional materials due to the coupled ferroic order parameters. However, the centrosymmetry of crystal structure limits its coupled multiferroic order. The regulation of chemical composition and crystal structure for double-perovskite thin films remains a research necessity. Here we first prepared the stable multifunctional multiferroic the Bi0.5Sm0.5FeO3 (BSFO) double-perovskite epitaxial thin films with Bi/Sm ratio closed to 1 on (0 0 1) LaAlO3 substrate. The chemical composition of BSFO thin films is regulated by changing the deposition temperature for adjusting the element competition between Bi and Sm. The evidence is provided that the BSFO double-perovskite thin films are constituted by pseudo-cubic perovskite subcell by the synchrotron-based X-ray diffraction and X-ray absorption spectroscopy. The BSFO double-perovskite thin films have robust ferroelectric polarization (∼0.67 μC/cm2), compared to that of rare-earth ferrites systems, which is stable after 108 cycles of switching. The ferroelectric origin of the BSFO double-perovskite thin films is considered to be the substrate strain and the ions substitution leading to the distorted pseudo-cubic structure. The difference in the light and dark current indicates excellent photoresponse of the BSFO double-perovskite thin films. The open-circuit voltage and short-circuit current can be enhanced to 0.325 V and −14.844 μA/cm2 with the polarization state, respectively, nearly twice as large as the nonpolarized ones. The possibility of ferroelectric storage is provided by the switchable ferroelectric photovoltaic feature, this process is non-destructive. The presence of Fe2+ ions and defect states in BSFO thin films weaken its antiferromagnetic coupling, leading to the enhanced ferromagnetic property. The double-perovskite design approach can be used to regulate the multifunctional properties of thin films.",Chemical Engineering Journal
Dual metal-organic frameworks-derived Fe-atomic sites bounded to fine Fe/FexC nanoparticles for enhanced oxygen electroreduction,"© 2022 Elsevier B.V.Maximizing metal utilization and increasing their activity are the main challenges to improve the oxygen reduction reaction (ORR) performance of iron and nitrogen co-doped carbons (Fe-N-Cs) catalysts. However, the activity contribution of the iron-containing nanoparticles (i.e. Fe/FexC NPs) inevitably formed during the preparation of Fe-N-C catalysts is often overlooked. Herein, we develop a new composite electrocatalyst (Fe/FexC@Fe-N-Cs) via a surfactant-assisted “MOF-on-MOF” oriented assembly and confined conversion strategy to enhance Fe utilization. The resultant Fe/FexC@Fe-N-C-900, featuring the combination of fine Fe/FexC NPs and Fe-N4 reactive sites, achieves excellent ORR activity with half-wave potentials (E1/2) of 0.91 V and 0.81 V in both alkaline and acidic electrolytes. When using as the cathode, Fe/FexC@Fe-N-C-900 exhibits promising performances in Zn-air battery and H2-O2 fuel cell, featuring the maximum power density of 150 mW cm−2 and 560 mW cm−2, respectively. The electronic migration from Fe/FexC NPs to neighboring Fe-N4 sites leads to moderate adsorption for reactants/intermediates on Fe atomic centers, subsequently elevating optimal ORR performance, which is revealed by density functional theory (DFT) calculations, confirming the crucial effect of Fe/FexC NPs in improving the activity and stability of Fe-N-Cs.",Chemical Engineering Journal
Effect of the interfacial electronic coupling of nickel-iron sulfide nanosheets with layer Ti3C2 MXenes as efficient bifunctional electrocatalysts for anion-exchange membrane water electrolysis,"© 2022 Elsevier B.V.In this study, nickel-iron sulfide (NiFeS) nanosheets were immobilized on Ti3C2 MXene-decorated nickel foam (Ti3C2 MXene/NF) by hydrothermal reaction (NiFeS@Ti3C2 MXene/NF). The morphology of NiFeS and interactions with Ti3C2 MXene resulted in electronic coupling that optimized the adsorption energies of water, protons, and oxygen atom for the HER (180 mV@20 mA cm-2) and OER (290 mV@20 mA cm-2). The NiFeS@Ti3C2 MXene/NF catalyst showed good water splitting performance in an alkaline membrane water electrolyzer, yielding a current density (j) of 401 mA cm-2 at 1.85 V with 67.65 % cell efficiency, performance comparable to Pt/C||RuO2 cells. From a commercial point of view, our electrolyzers are the best because of their low loading of catalysts (ca. 1.25 mg cm-2) and low operating temperatures (50 °C), resulting in low capital and operating costs. Our findings will aid the development of commercial green hydrogen production and offers an alternative to PEMWE.",Applied Catalysis B: Environmental
Boosting wastewater bioelectricity recovery via solvent mediation and zinc fencing: Dual regulation for catalyst spatial structure and active sites,"© 2022 Elsevier B.V.Bioelectrochemical systems (BESs) are promising in self-sustaining energy recovery of wastewater. Cathode catalysts are crucial to enhancing the oxygen reduction reaction (ORR) process in BESs. In this study, a dual regulation strategy including solvent mediation and zinc fencing was proposed for regulation of catalyst spatial structure and active sites. The particle size of catalysts derived from bimetallic zeolitic imidazolate frameworks (ZIFs) was tuned over a wide range via solvent mediation while the dispersion of cobalt active sites was achieved via zinc fencing. As-optimized cobalt active sites embedded nitrogen-doped porous carbon with a Co/Zn molar ratio of 1/20 (Co1/20@NPC) directed a four-electron transfer pathway in ORR process. The BES employing Co1/20@NPC as cathode catalyst produced a maximum power density of 2057 ± 21 mW m−2, 40% higher than the BES using Pt/C as cathode catalyst. Co1/20@NPC BES displayed fast organic elimination and efficient energy recovery with a coulombic efficiency of 73 ± 1% and a normalized energy recovery of 0.361 ± 0.006 kWh m−3. The outstanding ORR activity, high bioelectricity generation and operation stability made Co1/20@NPC a prospective cathode catalyst. This dual regulation strategy provides implications for controllable synthesis of ZIF-derived catalysts with tailored structures and characteristics, and demonstrates potential in improving wastewater energy recovery performance in BESs.",Chemical Engineering Journal
Fabricated noble-metal free Co2B/g-C3N4 photocatalyst with 2D/2D structure achieved remarkable water splitting performance from visible to near-infrared wavelengths,"© 2022 Elsevier LtdDeveloping noble-metal-free photocatalysts to address the challenges of high recombination rate of electrons and holes and poor optical response is high desirable for water splitting. Herein, cobalt boride (Co2B) nanosheets with amorphous phases ordered in short-range but disordered in long-range was fabricated, and coupled with graphic carbon nitride (CN) photocatalysts in the form of B(δ−)–Co(δ+)–N(δ−) bonding states through an in-situ chemical reduction method. The optimized Co2B/CN nanohybrids exhibited a H2 evolution rate of 56.86 μmol/h with the highest AQY up to 22.8 %, outperforming than that of Pt decorated CN. Theoretical calculation by DFT verify the characterization results and show that Co active sites on Co2B have better performance of adsorbing H atoms and desorbing hydrogen. The disordered structure of Co2B nanosheets contributed to water splitting performance by providing abundant active sites while metallic nature of Co2B facilitated electrons transfer and inhibited the recombination of electrons and holes. Moreover, theoretical calculation suggested that the high concentration of free carriers endowed Co2B with an resembled SPR effect, thereby increasing the light response of CN and triggering the reaction from visible-light region extended to the near-infrared region up to 800 nm.",Fuel
Laser-assisted rapid synthesis of anatase/rutile TiO2 heterojunction with Function-specified micro-zones for the effective photo-oxidation of sulfamethoxazole,"© 2022 Elsevier B.V.A solid-state laser scanning treatment (SLST) was adopted to synthesize anatase/rutile TiO2 heterojunction with effective charge carrier separation and high surface adsorption performances for the photodegradation of sulfamethoxazole (SMX). The 1064 nm pulsed fiber laser could in-situ generate rutile zones on the pristine sheet-like anatase crystal enclosed by (0 0 1) facets, which could form the well-defined anatase/rutile interface to promote the formation of dominating active species (h+ and ∙OH) on the anatase zones. X-ray absorption fine structure (XAFS) measurements, low temperature electron paramagnetic resonance (LT-EPR) as well as the density functional theory (DFT) simulation proved that the oxygen vacancies (VO) could both introduce defective energy states to promote the light absorption and enhance the SMX adsorption on anatase zones. Based on the delicately designed micro-zones, the photodegradation efficiency of the optimized catalyst could reach 99.3 %, which demonstrated ∼7 times higher performance than that of pristine TiO2 and exhibited robust stability under environmental conditions. Gaussian and Vienna Ab Initio Package (VASP) programs were used to provide detailed degradation pathways and mechanism for SMX. This SLST could be potentially employed to create function-specified zones on various catalysts for different applicational aims.",Chemical Engineering Journal
Efficient electrochemical CO2 reduction to CO by metal and nitrogen co-doped carbon catalysts derived from pharmaceutical wastes adsorbed on commercial carbon nanotubes,"© 2022 Elsevier B.V.Transition metal and nitrogen doped carbon catalysts (M[sbnd]N[sbnd]C) are effective in electrochemical reduction of CO2 to CO with a high selectivity. However, scalable and cost-effective synthesis of active metal-nitrogen catalysts is yet to be developed. Herein, we report a simple and sustainable method that utilizes commercial carbon nanotubes (CNTs) to adsorb a pharmaceutical waste, sulfamethoxazole (SMX), followed by moderate pyrolysis to prepare an efficient M[sbnd]N[sbnd]C catalyst. The intrinsic metal impurities from CNTs are essential to form active metal sites, and it requires significantly less nitrogen precursor than methods using most widely nitrogen precursors such as melamine and urea. The CNT-SMX catalyst delivers high CO2RR performance with 91.5 % CO Faradaic efficiency and 14 mA/cm2 CO partial current density at −0.76 V vs RHE in a traditional H-Cell. The catalyst is also efficient in a scalable flow cell, exhibiting 97.5 % CO selectivity at 300 mA/cm2, plus stable CO2RR performance for more than 24 h at 100 mA/cm2. The scanning transmission electron microscopy (STEM) and X-ray absorption spectroscopy (XAS) analyses confirm the existence of single atomic sites primarily in the form of Fe-N bonds that are active sites for CO2RR. Density functional theory (DFT) calculations suggest a synergy between the single atomic Fe[sbnd]N[sbnd]C sites and Ni nanoparticles embedded in the CNTs, which enhances CO production rate and selectivity by lowering the desorption energy of *CO intermediate. To the best of our knowledge, the results in this work are among the top performing carbon-based catalysts. Furthermore, catalysts developed in this work are synthesized at a moderate temperature without pre-oxidation or post-acid-washing and utilize cheap or waste materials, presenting a simple, sustainable, and cost-effective way to synthesize highly active catalysts.",Chemical Engineering Journal
