"Recognizing the potential of K-salts, apart from KOH, for generating porous carbons using chemical activation","© 2022 Elsevier B.V.Due to their high porosity, chemically activated porous carbons find extensive use in various applications including gas capture, energy storage, and environmental remediation. Such porous carbons are predominantly produced using KOH as a chemical activating agent, which is highly corrosive, toxic, and harmful to the environment. As an alternative, several other potassium-based salts including K2CO3, KHCO3, K3C6H5O7, KC2H3O2, K2C2O4, K2FeO4, and K2SO4 can also produce high porosity in the porous carbons via chemical activation with negligible detrimental effects on the environment. This review, which is the first of its kind, discusses the usefulness of various K-salts, other than KOH, in producing porous carbons with competitive results in terms of various physico-chemical features and their impact on various application fields. This review also discusses the methodology and mechanistic aspects of various K-salts for chemical activation. Up-to-date literature is reviewed for the above-mentioned purposes that would provide the readers with useful information on the evolution of various K-salts, other than KOH, for their usefulness and future potential in chemical activation to produce highly efficient porous carbons for various applications.",Chemical Engineering Journal
Well-dispersed cobalt nanoparticles encapsulated on ZIF-8-derived N-doped porous carbon as an excellent peroxymonosulfate activator for sulfamethoxazole degradation,"© 2022 Elsevier B.V.The practical application of carbon materials supported cobalt (Co)-based heterogeneous materials as excellent peroxymonosulfate (PMS) activators has attracted wide attention in recent years because of their low particle self-agglomeration and low Co leaching. Herein, we developed a new synthetic strategy for designing Co nanoparticles (Co NPs)-encapsulated zeolitic imidazolate frameworks-8-derived porous carbon (NC) (denoted as Co-N@NC-x) by calcinating NC with a polydopamine-chelating Co coating. It was demonstrated that NC could effectively prevent Co agglomeration because it provided rich load sites for Co. Raman and X-ray photoelectron spectroscopy results indicated that the addition of Co could increase the surface defects of NC. Co-N@NC-90 (0.1 g/L) efficiently catalyzed PMS to degrade >96.91 % of sulfamethoxazole (SMX, 20 mg/L) within 90 min with an initial pH of 3.65–9.05 based on the synergistic effect between Co NPs and NC. It was demonstrated that Co NPs were the main active sites, and the defects and carbonyl (C[dbnd]O) group active sites also contributed to SMX degradation by catalyzing PMS. Graphitic N was an adsorption site for SMX. A singlet oxygen (1O2)-dominated non-radical mechanism has been proposed. Additionally, Co-N@NC-90 exhibited excellent stability resulting from NC encapsulation. This work provides a novel approach for the application of metal organic framework-derived carbon-supported metal catalysts in wastewater purification.",Chemical Engineering Journal
Simple and scalable gelatin-mediated synthesis of a novel iron sulfide/graphitic carbon nanoarchitecture for sustainable sodium-ion storage,"© 2022 Elsevier B.V.Transition metal sulfide (TMS)-based sodium-ion batteries (SIBs) are inherently different from traditional intercalation-based ones because of their ability to store more than one Na+ per transition metal ion via conversion reaction. Iron sulfide (FeS) is an attractive conversion electrode material with a high theoretical capacity. Apart from the extensive availability and cost-effectiveness, many issues deter the development of iron sulfide-based SIBs. Huge volume changes accompanied by polysulfide generation and dissolution with long-term electrochemical cycling of FeS result in tremendous deterioration in capacity. To resolve these complex concerns, we herein present the strategic design of a porous, three-dimensional (3D) interconnected network of carbon nanosheets consisting of well-confined FeS nanoparticles via a simple and scalable gelatin-mediated sol-gel method utilizing the coordination capability of carboxylic and amino acid groups in biomass precursor gelatin with Fe3+. While the in-situ generated nano FeS shortens the Na+ diffusion pathway, the heteroatom (N, S) doped graphitic carbon network improves the ion/electron transport, buffers the volume change in FeS, and simultaneously immobilizes the polysulfide species dissolved in ether electrolyte. The as-synthesized novel composite delivers a high specific capacity of 303.4 mAh g−1 after 1200 cycles at a high current rate of 10 A g−1, with a low capacity-decay rate of 0.029% per cycle, delivering stable, long-term sodium-ion storage. Additionally, a full sodium-ion battery assembled with Na3V2(PO4)3 cathode and this composite achieve a stable specific capacity of 347.9 mAh g−1 after 100 cycles at 0.5 A g−1 with a capacity retention of ∼86.5% demonstrating the competence for practical applications.",Journal of Alloys and Compounds
Fluorophenyl methyl sulfone as an interface modifier for Ni-rich cathode materials of lithium-ion batteries,"© 2022 Elsevier B.V.Nickel-rich lithium layered oxides are considered as the most addressing advanced cathode material for lithium-ion batteries, however, its low cycling performance at high temperature is considered the main bottleneck in expanding application areas. To improve poor surface stability of advanced cathode materials, fluorophenyl methyl sulfone is suggested as a surface modifier, which can make stable cathode-electrolyte interphases on the cathode via simple electrochemical oxidation. Electrochemical voltage spectroscopy indicates that the cell cycled with fluorophenyl methyl sulfone exhibits a higher amount of oxidation peaks corresponded to the formation of artificial interphases. In the cycling performance, the cell cycled with fluorophenyl methyl sulfone reveals improved cycling retention (81.7%) compared to that cycled with standard electrolyte (62.5%) at high temperature. Additional systematic analyses suggest that parasitic reaction associated with electrolyte decomposition is well suppressed in the cell controlled with fluorophenyl methyl sulfone because sulfone moiety of the additive participates to effective artificial interphases on the cathode.",Journal of Power Sources
Manipulating alloying reaction to achieve the stable and dendrite-free zinc metal anodes,"© 2022 Elsevier B.V.Zinc metal anode has serious dendrites and corrosion issues in the mild electrolyte, which greatly hinder the commercialization of aqueous zinc-ion batteries. Herein, zinc-amalgam (Zn3Hg) alloy anode has been prepared and displays a unique synergistic zinc plating/stripping and alloying/dealloying reaction mechanism. The ultrafast zinc ions diffusion in Zn3Hg and the alloying reaction of Zn3Hg with Zn ions effectively suppress the dendrites growth and skillfully address corrosion issues. Consequently, the Zn3Hg anode expresses long cycle life of 2000 h at 1 mA cm−2/1 mAh cm−2 and exhibits the lowest voltage hysteresis of only 8.0 mV that we know so far. Even at 5 mA cm−2/5 mAh cm−2 and 10 mA cm−2/10 mAh cm−2, the Zn3Hg anode also exhibits excellent cycling stability and low voltage hysteresis. Moreover, zinc ion capacitors composed of Zn3Hg anode and active carbon cathode still possess a specific capacity of 61 mAh/g after 5000 cycles at 1 A/g. The Zn3Hg anode enriches the varieties of zinc alloy anodes and provides a new development path for constructing stable and dendrite-free zinc metal anodes.",Chemical Engineering Journal
Ce(NO3)4: A dual-functional electrolyte additive for room-temperature sodium-sulfur batteries,"© 2022 Elsevier B.V.Room-temperature sodium-sulfur batteries face enormous challenges in the coulombic efficiency, capacity retention, and rate performance, which are seriously related to the solid electrolyte interface film, the shuttle effect of polysulfide, and the sodium-sulfur reaction kinetics. Adjusting the electrolyte composition by additives can significantly improve the battery performance and is attracting tremendous attention. However, the reported additives mainly focus on one of the two electrodes. It is still a considerable challenge to balance both aspects. This work proposes a novel dual-functional additive, Ce(NO3)4, and studies its comprehensive influence on the battery performance by X-ray diffraction (XRD), Fourier transforms infrared spectroscopy (FTIR), X-ray photoelectron spectroscopy (XPS), scanning electron microscope (SEM), energy-dispersive X-ray spectroscopy (EDS), and electrochemical techniques. The results show that Ce(NO3)4 generates NaCeO2 and NaNO3 to deposit on the Na surface. This inert deposition layer inhibits the side reactions between Na and polysulfides and optimizes the Na dissolution/deposition process, thereby improving the cycle stability of the battery. In addition, Ce4+ has a strong adsorption effect on capturing and evenly depositing polysulfides on the S cathode to inhibit the shuttle effect. In short, the Ce(NO3)4 additive plays a dual function of protecting the Na anode and optimizing the S cathode reaction.",Chemical Engineering Journal
Integrating a three-dimensional Cu2MoS4 electrode and solid-state polymer electrolyte for sodium-ion batteries,"© 2022 Elsevier B.V.The improvement of solid-state batteries (SSBs) in terms of safety performance and energy density has an unusual significance for it to apply to power batteries, and the interface matching of solid-state electrolytes and adapted electrode materials has become the key. Due to poor electrode-electrolyte interface contact in SSBs which could result in low ionic conductivity, we designed a 3D integrated electrode constructed from a Cu2MoS4 electrode grown in situ on the surface of copper foam with a polymer-in-salt solid electrolyte based on PVDF-HFP. The ion clusters formed by NaPF6 near the PVDF-HFP network structure can effectively shorten the Na+ transport path, and then adding 1-(4-cyanophenyl)-guanidine can also provide more ion transport routes by forming coordination bonds. The polymer electrolyte exhibited excellent ionic conductivity (1.67×10−5 S cm−1 at room temperature) and electrochemical stability (5.6 V vs Na|Na+). At the same time, it showed excellent stability during the cycle performance test of the symmetrical batteries, compared with the liquid electrolytes, the polymer-in-salt solid electrolytes were not short circuit under the same test conditions, indicating that the polymer-in-salt solid electrolytes can effectively inhibit the growth of Na dendrites. This 3D integrated electrode exhibited excellent interface-contact compatibility, mechanical stability, and electrochemical performance closed to that of liquid electrolytes and even outperformed liquid electrolytes at a high rate cycle.",Chemical Engineering Journal
Accelerating ion transport via in-situ formation of built-in electric field for fast charging sodium-ion batteries,"© 2022 Elsevier B.V.Batteries with high storage capacity, durable cycle lifetime and fast charging are extremely rare but meaningful. Herein, the three-dimensional core–shell structure with tin dioxide coated barium titanate (BTO) and the outermost layer covered with phosphorus doped carbon (BTO@SnO2@P-C) is designed as an anode for sodium-ion batteries (SIBs), which shows remarkable cycle tolerance and high-rate sodium storage capacity. It exhibits rapid kinetics at 10 A·g−1 with a powerful life of 10,000 cycles, just 1 min to charge 99%. Such advanced electrochemical performance is primarily attributed to the built-in electric field (BIEF) generated by the in-situ dynamic polarization of BTO from the battery's inherent electric field. Additionally, ensuring the piezoelectric potential through the core–shell structure intensifies the BIEF. The BIEF effectively accelerates sodium ions transport and greatly improves tin dioxide anode reaction kinetics and sodium storage capacity, which is of constructive significance for realizing SIBs with high energy density and fast charging capability.",Chemical Engineering Journal
Ultralong cycle life and high rate sodium-ion batteries enabled by surface-dominated storage of 3D hollow carbon spheres,"© 2022Carbon materials are considered as prospective candidates for Na-ion batteries (SIBs) anodes, which have attracted significant attention. It is critical to develop a novel carbon anode with high specific capacity and excellent coulombic efficiency for practical application of SIBs. Herein, N/S-codoped hollow carbon spheres with rich carbon nanotubes is developed to work as sodium ion batteries anode. Owing to the unique structure, the material exhibits excellent performance and cycling stability at ultrahigh rate. In addition, the capacity maintains at 130 mA h g-1 under a current density of 10 A g-1 after 5600 cycles. The mechanisms of surface-dominated storage are elaborated by electrochemical test, scanning transmission electron microscopy, X-ray photoelectron spectroscopy, Raman analysis, ex situ X-ray diffraction. Furthermore, we quantitatively calculate the relationship between the extra specific capacity and the introduced defect, which can give the inspiration of improving the performance of sodium ion batteries. These results benefit the development of novel excellent sodium storage materials.",Journal of Alloys and Compounds
Advanced energy storage performance based on a hairly hydrangea-like Co3-xMnxO4 with high absorption capacity,"© 2022 Elsevier B.V.Structural design and regulation of absorption capacity play important roles for improving energy storage performance of bimetallic oxides in supercapacitors (SCs). Herein, three-dimensional Co3-xMnxO4 (0 < x < 3) with different Co/Mn molar ratios are synthesized by hydrothermal method. Scanning electron microscopy (SEM) demonstrates the changes of the morphology of Co3-xMnxO4 (0 < x < 3) with different Co/Mn molar ratios, in which the Co3-xMnxO4 (x = 1.09) exhibits a hairly hydrangea-like morphology and thus provides a reduced contact resistance and an effective ion transition ability proved by the electrochemical measurements. Meanwhile, by theoretical calculations we prove that the addition of Mn adequately improves the absorption capacity of OH−on Co3-xMnxO4 and thereby boosts the reaction activity. Therefore, when the Co3-xMnxO4 (x = 1.09) is used as a SCs electrode, it performs a high specific capacitance of 326 F g−1 at a current density of 1 A g−1. Moreover, an assembled asymmetric supercapacitor (Co3-xMnxO4(x = 1.09)@NF//AC@NF) demonstrates enhanced performances, such as an energy density of 17.77 Wh Kg−1 at a power density of 400 W Kg−1, an outstanding cycling stability with 83.3% retention over 10,000 cycles at a current density of 2 A g−1 and so on. Related studies indicate the potential applications of Co3-xMnxO4 in the future smart micro/nano energy storage devices.",Journal of Alloys and Compounds
Obtaining Water from Air Using Porous Metal–Organic Frameworks (MOFs),"© 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.Water collection from moisture in air, i.e., atmospheric water harvesting, is an urgent future need for society. It can be used for water production everywhere and anytime as an alternative water source in remote areas. However, water harvesting and collection usually relies on desalination, fog, and dewing harvesting, which are energy intensive. In this respect, metal–organic frameworks (MOFs) have broad applicability for water harvesting in water-scarce areas; therefore, the current discussion focuses on this approach. Furthermore, recent progress on MOFs for moisture harvesters is critically discussed. In addition, the design, operation, and water harvesting mechanisms of MOFs are studied. Finally, we discuss critical points for future research for the design of new MOFs as moisture harvesters for use in practical applications. Graphical Abstract: MOF adsorbents offer excellent operating capacity in various temperature and pressure ranges. Rational water harvesters can thus be developed by adjusting structural properties such as the porosity, functionalities, and metal centers, thereby enabling new devices to produce water even in remote areas. [Figure not available: see fulltext.].",Topics in Current Chemistry
Recent progress in the design of advanced MXene/metal oxides-hybrid materials for energy storage devices,"© 2022 Elsevier B.V.The family of two-dimensional (2D) transition metal carbides, nitrides, and carbonitride, also called MXenes, have emerged as an attractive platform for constructing functional materials with enhanced properties for various energy applications. Transition metal oxides (TMOs) nanostructures supported on MXene nanosheets based on van der Waals interactions are facile, highly efficient, and low-cost, with self-assemble properties that can easily control their packing density. The resulting TMOs/MXene nanocomposites perfectly integrate the advantages of both components. MXene nanosheets can serve as conductive substrates to grow TMOs nanostructures which can facilitate fast electron and ion transport to prevent aggregation of TMOs nanostructures in energy applications. In turn, the TMOs nanostructures act as spacers to isolate the MXene nanosheets and prevent their re-stacking during assembly, enriching interfacial contacts and preserving the active sites. In this review, the recent advances of MXene/TMOs-based nanocomposites with enhanced performance for energy storage devices, such as supercapacitors (SCs), metal-ion hybrid capacitors (MIHCs), and various kinds of rechargeable batteries (RBs), are summarized and highlighted. We briefly discuss the synthesis methods, properties of MXenes, and the structural engineering of MXenes by introducing functionalized TMOs to achieve high-performance energy storage devices, such as in SCs, MIHCs, and RBs. Special attention is also given to MXene/TMOs nanocomposites-based SCs, HCs, metal-ion batteries, and metal-air/sulfur batteries. Finally, the crucial future outlook and perspective for developing MXene/TMOs nanocomposites for energy storage applications are also outlined.",Energy Storage Materials
Charge self-regulation in 1T'''-MoS2 structure with rich S vacancies for enhanced hydrogen evolution activity,"© 2022, The Author(s).Active electronic states in transition metal dichalcogenides are able to prompt hydrogen evolution by improving hydrogen absorption. However, the development of thermodynamically stable hexagonal 2H-MoS2 as hydrogen evolution catalyst is likely to be shadowed by its limited active electronic state. Herein, the charge self-regulation effect mediated by tuning Mo−Mo bonds and S vacancies is revealed in metastable trigonal MoS2 (1T'''-MoS2) structure, which is favarable for the generation of active electronic states to boost the hydrogen evolution reaction activity. The optimal 1T'''-MoS2 sample exhibits a low overpotential of 158 mV at 10 mA cm−2 and a Tafel slope of 74.5 mV dec−1 in acidic conditions, which are far exceeding the 2H-MoS2 counterpart (369 mV and 137 mV dec−1). Theoretical modeling indicates that the boosted performance is attributed to the formation of massive active electronic states induced by the charge self-regulation effect of Mo−Mo bonds in defective 1T'''-MoS2 with rich S vacancies.",Nature Communications
"Coupling modification of Fermi level, band flattening and lattice defects to approach outstanding thermoelectric performance of ZnO films via tuning In and Ga incorporation","© 2022 Acta Materialia Inc.Band structure modification is found one of the state-of-the-art strategies to control electrical, thermal transport properties, and optimize performance of thermoelectric (TE) materials. Despite being a high-temperature n-type TE material, low-dimensional ZnO structures, specifically thin films normally possess a poor performance due to instability, low electrical, and high thermal conductivities. Herein, it is found that the trade-offs between TE parameters of ZnO films can be simultaneously abated by co-doping In and Ga. The dual incorporation of In and Ga enhances crystallinity, thermal stability, and TE properties up to 573 K. Tuning In and Ga contents not only optimizes carrier concentration associating with Fermi level modification, but also engineers lattice defects contributing to scattering transport mechanisms. Furthermore, the In3+ compensation at substitutional sites, specifically at high temperature, significantly increases density-of-state effective mass due to conduction band flattening. As a result, the coupling modification of Fermi level, band flattening, and lattice defects leads to maintaining electrical conductivity at a medium degree, increasing Seebeck coefficient, and decreasing thermal conductivity, respectively. The TE dimensionless figure of merit (ZT) and power factor (PF) of the films deposited from the In0.01Ga0.04Zn99.95O compound significantly boost to 0.2 and 745.2 µW/mK2 at 573 K, respectively. These values are 1328 and 536% higher than pristine ZnO film; 400 and 258% greater than Ga single-doped ZnO film, respectively. It proposes that our ZnO-based thin films approach the high ZT region (ZT ≥ 0.2) of advanced nanostructured ZnO-based bulks.",Acta Materialia
Recent Advances in the Unconventional Design of Electrochemical Energy Storage and Conversion Devices,"© 2022, The Author(s).As the world works to move away from traditional energy sources, effective efficient energy storage devices have become a key factor for success. The emergence of unconventional electrochemical energy storage devices, including hybrid batteries, hybrid redox flow cells and bacterial batteries, is part of the solution. These alternative electrochemical cell configurations provide materials and operating condition flexibility while offering high-energy conversion efficiency and modularity of design-to-design devices. The power of these diverse devices ranges from a few milliwatts to several megawatts. Manufacturing durable electronic and point-of-care devices is possible due to the development of all-solid-state batteries with efficient electrodes for long cycling and high energy density. New batteries made of earth-abundant metal ions are approaching the capacity of lithium-ion batteries. Costs are being reduced with the advent of flow batteries with engineered redox molecules for high energy density and membrane-free power generating electrochemical cells, which utilize liquid dynamics and interfaces (solid, liquid, and gaseous) for electrolyte separation. These batteries support electrode regeneration strategies for chemical and bio-batteries reducing battery energy costs. Other batteries have different benefits, e.g., carbon-neutral Li-CO2 batteries consume CO2 and generate power, offering dual-purpose energy storage and carbon sequestration. This work considers the recent technological advances of energy storage devices. Their transition from conventional to unconventional battery designs is examined to identify operational flexibilities, overall energy storage/conversion efficiency and application compatibility. Finally, a list of facilities for large-scale deployment of major electrochemical energy storage routes is provided. Graphical abstract: [Figure not available: see fulltext.]",Electrochemical Energy Reviews
