Ru@Ni3S2 nanorod arrays as highly efficient electrocatalysts for the alkaline hydrogen evolution reaction,"© 2022 The Royal Society of Chemistry.Water splitting by electricity is believed to be a promising approach to obtain high-purity H2 on a large scale. Highly efficient electrocatalysts are of great importance for the electrocatalytic hydrogen evolution reaction (HER). Herein, we designed a highly efficient electrocatalyst (Ru@Ni3S2) for the HER by immersing Ni3S2 nanorod arrays into a RuCl3 aqueous solution. The obtained Ru@Ni3S2 with an increased electrochemical surface area and a decreased charge-transfer resistance demonstrates an enhanced electrocatalytic performance toward the HER in alkaline media, suggested by an overpotential of −19.8 mV to achieve a current density of 10 mA cm−2 and a Tafel slope of 33.2 mV dec−1. Both the in situ formed Ru nanoparticles and the adsorbed Ru3+ ions are responsible for the electrocatalytic hydrogen evolution reaction. Density functional theory (DFT) calculations reveal that the enhanced electrocatalytic HER activity of Ru@Ni3S2 compared with pure Ru can be ascribed to the lowered water dissociation energy barrier as well as the more favorable adsorption energy for the H intermediate (H*). During the long-term stability test, the adsorbed Ru3+ on the Ni3S2 nanorods would be converted to Ru(OH)3, leading to attenuated electrocatalytic activity. This drawback can be overcome by further surface modification with polyaniline (PANI). The obtained PANI-Ru@Ni3S2 exhibits a comparable catalytic HER activity to Ru@Ni3S2 but an extraordinary stability with continuous electrolysis at a current density of 20 mA cm−2 for 35 hours. Our design strategy here for synthesizing the Ru@Ni3S2 hybrid and effectively improving the stability of Ru-based catalysts could be extended to develop other noble metal/transition metal sulfides for practical water electrolysis and other applications.",Inorganic Chemistry Frontiers
Impact of Coordination Environment on Single-Atom-Embedded C3N for Oxygen Electrocatalysis,"© 2022 American Chemical Society. All rights reserved.Herein, utilizing density functional theory (DFT) calculations, we have assessed the feasibility of single-atom-embedded C3N with various coordination environments of TM-C3, TM-C2N1, TM-C4, and TM-C2N2for oxygen electrocatalysis. It has been proved that most TM-CxNycandidates are stable and all of them possess metallic features to ensure fast electron transfer. Importantly, Co-C2N2is a bifunctional noble-free single-atom catalyst with low OER/ORR overpotentials (0.33/0.39 V). Furthermore, the impact of the coordination environment on the adsorption trend is revealed by the electronic properties of TM-CxNy. Considering that TM-d electron counts are multiplied by the sum of TM and C/N electronegativity, we propose a universal descriptor and offer more understanding of the coordination-activity correlation. Our findings not only show promising single-atom-embedded C3N candidates for oxygen electrocatalysis but also deeply unveil the impact of the coordination environment on catalytic activity.",ACS Sustainable Chemistry and Engineering
Electrocatalysis for Continuous Multi-Step Reactions in Quasi-Solid-State Electrolytes Towards High-Energy and Long-Life Aluminum–Sulfur Batteries,"© 2022 Wiley-VCH GmbH.Aluminum–sulfur (Al−S) batteries of ultrahigh energy-to-price ratios are a promising energy storage technology, while they suffer from a large voltage gap and short lifespan. Herein, we propose an electrocatalyst-boosting quasi-solid-state Al−S battery, which involves a sulfur-anchored cobalt/nitrogen co-doped graphene (S@CoNG) positive electrode and an ionic-liquid-impregnated metal–organic framework (IL@MOF) electrolyte. The Co−N4 sites in CoNG continuously catalyze the breaking of Al−Cl and S−S bonds and accelerate the sulfur conversion, endowing the Al−S battery with a shortened voltage gap of 0.43 V and a high discharge voltage plateau of 0.9 V. In the quasi-solid-state IL@MOF electrolytes, the shuttle effect of polysulfides has been inhibited, which stabilizes the reversible sulfur reaction, enabling the Al−S battery to deliver 820 mAh g−1 specific capacity and 78 % capacity retention after 300 cycles. This finding offers novel insights to design Al−S batteries for stable energy storage.",Angewandte Chemie - International Edition
Revealing intrinsic spin coupling in transition metal-doped graphene,"© 2022 The Royal Society of Chemistry.Graphene materials offer attractive possibilities in spintronics due to their unique atomic and electronic structures, which is in contrast to their limited applications in the design of sophisticated spintronic devices. This should be attributed to the lack of knowledge about the intrinsic characteristics of graphene materials, especially the diverse correlations between sites within the materials and their roles in spin-signal generation and propagation. This work comprehensively studies the spin couplings between transition metal atoms doped on graphene and reveals their potential application in spintronic device design through the realization of various logic gates. In addition, the effects of the distance between doped metal atoms and the number of carbon layers on the logic gate implementation further verify that the spin-coupling effect can exhibit a certain distance dependence and space propagation. The achievements in this work uncover the potential value of graphene materials and are expected to open up new avenues for exploring their application in the design of sophisticated spintronic devices.",Physical Chemistry Chemical Physics
Research Progress and Improvement Strategy of High-performance Lithium Sulfur Battery 高性能锂硫电池研究进展与改进策略,"© 2022, Materials Review Magazine. All right reserved.With the consumption of fossil fuels and the rapid development of electric vehicles (EVs), portable devices and grid storage, traditional lithiu-mion batteries are unable to satisfy the ever-increasing demand of society. It is very important for researchers to explore for replaceable green new energy sources. In recent years, high-energy density and low-cost lithium sulfur batteries (LSBs) technology has received great attention. In theory, the area capacity of the cell cathode is directly determined by the sulfur content and the sulfur loading. Therefore, it is imperative to deve-lop high-performance lithium sulfur batteries (HLSBs) with high loading for improving the area capacity and energy density. However, the actual energy density of LSBs is far lower than its theoretical value. The main reasons can be summarized in the 'Shuttle effect' of lithium polysulfides (LiPSs), the poor conductivity of sulfur and lithium sulfide (Li2S2/Li2S) and uncontrollable growth of lithium dendrites. More importantly, the above-mentioned problems will become more serious when the sulfur loading increases to the practical application level. In response to these problems, researchers have designed various strategies to suppress the ""shuttle effect"" of LiPSs, such as physical coating, electrostatic repulsion and polar adsorption. Moreover, some nano-catalytic materials have attracted wide attention from researchers due to the polar effect, surface defects and other advantages. Therefore, researchers have successively developed various catalytic materials with different structures such as one-dimensional, two-dimensional and three-dimensional to accelerate the redox reaction, which has effectively improved the cycle life and coulombic efficiency of LSBs. Although researchers have made great contributions in terms of cycle life, the commercialization prospects of the technology depend on whether it can be made into durable and safe battery system. Therefore, the researching teams has developed new functional electrolyte additives, high-performance separators and interlayers, and micro/nano-structured lithium anodes or lithium composite anodes to stabilize lithium anodes for improving battery safety. From the perspective of commercialization, the area capacity and energy density of LSBs need to reach 5 mAh•cm-2 and 500 Wh•kg-1 to meet the requirements of commercial EVs. Thus, researchers are not only improving battery performance, but also constantly increasing the sulfur loading to achieve higher energy density, which is closer to commercial requirements. In this review, the current development strategies for high performance HLSBs are presented and reviewed from three aspects including the suppression of LiPSs 'Shuttle effect', electrocatalysis strategy and overall safety strategy. These strategies have significant effects on inhibiting the 'Shuttle effect' and improving the utilization efficiency of active substances, especially on prolonging the cycle life and safety. At last, the future challenges and opportunities of high-performance HLSBs have also been indicated.",Cailiao Daobao/Materials Reports
Enhanced electrochemical hydrogen peroxide production from surface state modified mesoporous tin oxide catalysts,"© 2022 John Wiley & Sons Ltd.Electrochemical hydrogen peroxide (H2O2) production via the two-electron oxygen reduction reaction (ORR) has received much consideration as a substitute to the well-known industrial anthraquinone method. The present challenge in this area is developing appropriate cost-efficient materials with excellent electrocatalytic properties, durability, and product selectivity. This study examined electrocatalytic performance and selectivity toward H2O2 production of mesoporous SnO2 (meso-SnO2) electrodes prepared using a tunable hydrothermal process. After evaluating the effects of different NaCl concentrations and annealing conditions in the hydrothermal method, an electrode was developed with a significantly improved H2O2 production rate than the pristine material. Vacuum annealing led to materials with more surface defects. Meso-SnO2 annealed under vacuum exhibits distinctive electrochemical properties of two well-separated 2e− O2 reduction peaks to produce H2O2 as the main product compared to meso-SnO2 annealed in air. Most importantly, the introduction of surface oxygen vacancies into the meso-SnO2 crystal structure was determined to be a prominent approach to enhance its ORR performance in producing H2O2, showing great selectivity of above 85% at an onset potential of ∼0.6 VRHE. The vacancy-rich meso-SnO2 reveals enhanced electrocatalytic performance with ORR peak potential to be 0.6 VRHE, and the number of electron transfer numbers is 2.5, but greater durability in alkaline solutions. Thus, this work presents an innovative route for designing, synthesizing, and mechanistic examining enhanced SnO2-based catalytic materials for H2O2 production.",International Journal of Energy Research
A Review on the Construction of Carbon-Based Metal Compound Composite Cathode Materials for Room Temperature Sodium-Sulfur Batteries,"Copyright © 2022 Wang, Guo, Yang, Jin, Chen and Wang.Room temperature sodium-sulfur batteries are one of the most attractive energy storage systems due to their low cost, environmental friendliness, and ultra-high energy density. However, due to the inherent slow redox kinetics and the shuttle of polysulfides, the road of room temperature sodium-sulfur batteries to practical application is still full of difficulties. As a sulfur cathode, which is directly related to battery performance, a lot of research efforts have been devoted to it and many strategies have been proposed to solve the shuttle effect problem of sulfur cathodes. This paper analyzes the existing problems and solutions of sodium-sulfur batteries, mainly discusses and summarizes the research progress of constructing carbon-based cathode materials for sodium-sulfur batteries, and expounds the current research popular from two main directions. That is to construct advanced cathode materials based on two mechanisms of adsorption and electrocatalysis. Finally, the research direction of advanced sodium-sulfur batteries is prospected.",Frontiers in Chemistry
Deciphering the role of LiNO3 additives in Li-S batteries,"© 2022 The Royal Society of Chemistry.The ultrahigh theoretical energy density of lithium-sulfur (Li-S) batteries has attracted intensive research interest. However, most of the long-term cycling performance parameters are strongly dependent on the utilization of the electrolyte, which is considered as an indispensable component in Li-S batteries. Over the past few decades, numerous research studies around LiNO3 as an electrolyte additive have been carried out and have been confirmed to significantly upgrade the electrochemical performance of Li-S batteries, but the mechanism of performance improvement is still not well-understood. In this minireview, we revisit the controversial issues surrounding LiNO3 based on recent representative studies, provide a comprehensive understanding of the role of LiNO3 in the Li-S battery system, and specifically discuss what the panoramic view of the solid electrolyte interface film formed by LiNO3 on the surface of Li metal anodes looks like. Finally, we present general conclusions and unique insights into the future development of Li-S batteries. This minireview aims to provide a tutorial reference for researchers who are ready to enter or are active in the field of Li-S batteries.",Materials Horizons
Single-Atom Cobalt Supported on Nitrogen-Doped Three-Dimensional Carbon Facilitating Polysulfide Conversion in Lithium-Sulfur Batteries,"Single-atom catalysts (SACs) have demonstrated catalytic efficacy toward lithium polysulfide conversion in Li-S batteries. However, achieving high-density M-Nx sites with rational design by a simple method is still challenging to date. Herein, an ultrathin porous 3D carbon-supported single-atom catalyst (SACo/NDC) is synthesized with a salt-template strategy via a facile freeze-drying and one-step pyrolysis procedure and serves well as a sulfur host. The well-defined 3D carbon structure can effectively alleviate volume stress and confine polysulfides inside. Moreover, the dispersed Co-Nx sites exhibit strong chemical adsorption function and valid catalytic efficiency to LiPSs redox conversion. As a result, the SACo/NDC cathodes display enhanced long-term cycling stability and better rate capability.",ACS applied materials & interfaces
Anion π-πStacking for Improved Lithium Transport in Polymer Electrolytes,"© 2022 American Chemical Society. All rights reserved.Polymer electrolytes (PEs) with excellent flexibility, processability, and good contact with lithium metal (Li°) anodes have attracted substantial attention in both academic and industrial settings. However, conventional poly(ethylene oxide) (PEO)-based PEs suffer from a low lithium-ion transference number (TLi+), leading to a notorious concentration gradient and internal cell polarization. Here, we report two kinds of highly lithium-ion conductive and solvent-free PEs using the benzene-based lithium salts, lithium (benzenesulfonyl)(trifluoromethanesulfonyl)imide (LiBTFSI) and lithium (2,4,6-triisopropylbenzenesulfonyl)(trifluoromethanesulfonyl)imide (LiTPBTFSI), which show significantly improved TLi+and selective lithium-ion conductivity. Using molecular dynamics simulations, we pinpoint the strong π-πstacking interaction between pairs of benzene-based anions as the cause of this improvement. In addition, we show that Li°∥Li° and Li°∥LiFePO4cells with the LiBTFSI/PEO electrolytes present enhanced cycling performance. By considering π-πstacking interactions as a new molecular-level design route of salts for electrolyte, this work provides an efficient and facile novel strategy for attaining highly selective lithium-ion conductive PEs.",Journal of the American Chemical Society
Nanoemulsion-Coated Ni-Fe Hydroxide Self-Supported Electrode as an Air-Breathing Cathode for High-Performance Zinc-Air Batteries,"© 2022 American Chemical Society. All rights reserved.To improve the energy conversion efficiency and durability of zinc-air batteries (ZABs) for large-scale implementations, here we propose an ""air-breathing"" strategy to significantly enlarge triple-interfaces with intensified mass transfer. By dip-coating the aerophilic perfluorochemical compounds (PFC) and amphiphilic ionomers into the self-supported electrodes, (1) the high solubility of O2in the PFC nanoemulsions greatly increases triple-phase boundaries and facilitates the efficient supply/removal of O2from the electrolyte; (2) the ionomers with hydrophobic and hydrophilic functionalities enable fast gas, water, and ion transport to the triple-phase boundaries; and (3) the self-supported electrode without binder ensures fast electron transfer while the firm integration prevents catalyst shedding. By applying this strategy, the ZABs show a high power density of 115 mW cm-2and a narrow discharge/charge gap of 0.64 V at 10 mA cm-2and a long-cycling durability (over 1000 h). This work provides a universal approach to promote gas-evolving reactions for electrochemical applications.",Nano Letters
Freestanding Metal-Organic Frameworks and Their Derivatives: An Emerging Platform for Electrochemical Energy Storage and Conversion,"© 2022 American Chemical Society. All rights reserved.Metal-organic frameworks (MOFs) have recently emerged as ideal electrode materials and precursors for electrochemical energy storage and conversion (EESC) owing to their large specific surface areas, highly tunable porosities, abundant active sites, and diversified choices of metal nodes and organic linkers. Both MOF-based and MOF-derived materials in powder form have been widely investigated in relation to their synthesis methods, structure and morphology controls, and performance advantages in targeted applications. However, to engage them for energy applications, both binders and additives would be required to form postprocessed electrodes, fundamentally eliminating some of the active sites and thus degrading the superior effects of the MOF-based/derived materials. The advancement of freestanding electrodes provides a new promising platform for MOF-based/derived materials in EESC thanks to their apparent merits, including fast electron/charge transmission and seamless contact between active materials and current collectors. Benefiting from the synergistic effect of freestanding structures and MOF-based/derived materials, outstanding electrochemical performance in EESC can be achieved, stimulating the increasing enthusiasm in recent years. This review provides a timely and comprehensive overview on the structural features and fabrication techniques of freestanding MOF-based/derived electrodes. Then, the latest advances in freestanding MOF-based/derived electrodes are summarized from electrochemical energy storage devices to electrocatalysis. Finally, insights into the currently faced challenges and further perspectives on these feasible solutions of freestanding MOF-based/derived electrodes for EESC are discussed, aiming at providing a new set of guidance to promote their further development in scale-up production and commercial applications.",Chemical Reviews
Mo-Vacancies Defect Engineering of One-Dimensional Porous Mo2C Nanowires for Enhanced High-Efficiency Hydrogen Evolution,"© 2022 Wiley-VCH GmbH.The large-scale application of efficient water-splitting greatly promote the development of hydrogen economy which benefit both in alleviating the energy crisis and reaching the goal of carbon neutral. To realize considerable hydrogen evolution, rational design of catalysts with controllable structure and surface composition become crucial. In this work, we proposed an enhanced active site originated from Mo-vacancies defect in Mo2C crystal which was fabricated by the evaporation of Zn content in well-designed one-dimensional ZnMoO4 precursor. Density functional theory calculation and experimental results demonstrated that the formation of molybdenum vacancies in molybdenum carbide promoted the water adsorption and H2 desorption effectively, resulting in an excellent HER reaction dynamics. Moreover, one-dimensional porous nanowires also ensured rapid mass transfer and contributed strong support for superexcellence HER performance. As expected, V−Mo2C-900@NF exhibited extremely low overpotential (η10=43 mV) at the current density of 10 mA cm−2 and rapid reaction kinetics (Tafel slope 77.89 mV dec−1).",ChemCatChem
Construction of three-dimensional cobalt sulfide/multi-heteroatom co-doped porous carbon as an efficient trifunctional electrocatalyst,"© 2022 The Royal Society of Chemistry.Exploring cost-effective non-precious metal electrocatalysts is vital for the large-scale application of clean energy conversion devices (i.e., fuel cells, metal-air batteries and water electrolysers). Herein, we present the construction of a three-dimensional cobalt sulfide/multi-heteroatom co-doped carbon composite as a trifunctional electrocatalyst for the oxygen reduction reaction (ORR), oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) through one-step sulfidation of zeolitic-imidazolate frameworks (ZIFs) using sulfur powder as a sulfur source. By virtue of the distinct periodic metal-nitrogen coordination structure and the abundant micropores within the ZIF precursor, sub-10 nm Co9S8 nanoparticles (NPs) are homogenously anchored on a Co, S and N multi-heteroatom co-doped carbon framework with a large specific surface area that exposes sufficient reactive sites for these electrocatalytic reactions. The optimized Co9S8/CoNSC exhibits outstanding ORR, OER and HER performance, comparable or even superior to those of commercial Pt/C and RuO2. The small Co9S8 NPs and Co-Nx species embedded in the carbon matrix cooperatively catalyze the OER and ORR, while the HER catalysis is mainly contributed by Co9S8 NPs. Furthermore, the Co9S8/CoNSC shows outstanding anti-poisoning capability towards sulfur species during ORR catalysis with no obvious activity degradation observed in 0.1 M KOH containing 50 μM SO32− species, significantly outperforming commercial Pt/C. The assembled rechargeable Zn-air battery using the Co9S8/CoNSC as a cathode shows a high power density (150 mW cm−2) and the assembled water electrolyzer only requires 1.585 V at a current density of 10 mA cm−2 when using this material as an anode and a cathode. This work provides an effective strategy to design and synthesize efficient, durable and anti-poisoning cobalt chalcogenide-based trifunctional electrocatalysts for the large-scale application of clean energy conversion devices.",Nanoscale
Function-directed design of battery separators based on microporous polyolefin membranes,"© 2022 The Royal Society of Chemistry.Separators in batteries have a great influence on their performance and safety, where both the properties of the separator and the separator-electrode interfaces affect ion diffusion. Microporous polyolefin membranes (MPM) with excellent properties are widely used as separators in commercial lithium batteries. However, MPM separators still suffer from serious thermal shrinkage and poor wettability, which lead to safety hazards and poor electrochemical performances. Furthermore, MPM separators cannot meet the higher requirements of next-generation high-energy-density batteries. With the fast progress in battery studies, researchers have gradually recognized that the separator is a favorable platform to address the key challenges of batteries. In this review, we provide an overview of the state-of-the-art research on the function-directed design of MPM separators. Firstly, we briefly present the challenges associated with conventional MPM separators. Then, we summarize the methods for the preparation of MPM-based functional separators. Subsequently, we highlight the main functions of MPM separators including improving the wettability of liquid electrolytes, enhancing the thermal stability, inhibiting the shuttling of intermediate products and stabilizing metal anodes. Finally, we present a summary and future outlook of MPM-based functional separators. Insights from this review show that MPM-based functional separators can significantly enhance the electrochemical performance and safety of batteries. Also, the rational design of advanced separators will play an increasingly important role in the future development of next-generation high-energy-density batteries.",Journal of Materials Chemistry A
