Facile synthesis of Fe3C-dominated Fe/Fe3C/FeN0.0324 multiphase nanocrystals embedded in nitrogen-modified graphitized carbon as efficient pH-universal catalyst for oxygen reduction reaction and zinc-air battery,"© 2022 Elsevier B.V.Iron-based nitrogen-doped carbonaceous materials are currently the most promising alternative towards oxygen reduction reaction (ORR) electrocatalysts due to the highly efficient active sites of single-atom Fe-NX coordination. However, the fact that iron-containing nanocrystals are easier to form during pyrolysis without additional tuning while providing activity comparable to single-atom sites cannot be ignored. Herein, we propose a facile and efficient strategy to synthesize iron nanocrystals sites with multiphase embedded in porous nitrogen-doped graphitized carbon (Fe/Fe3C/FeN0.0324@N-GC-X, X = 700, 850, and 1000). Based on highly active Fe3C@N-GC sites and the synergistic effect of Fe3C-dominated multiple iron-based, Fe/Fe3C/FeN0.0324@N-GC-850 exhibits excellent electrocatalytic activity towards ORR in pH-universal media. Specifically, it exhibits satisfactory onset potential (Eonset), half-wave potential (E1/2) and stability, and thus surpassing the benchmark Pt/C in both alkaline and neutral media as well as approaching Pt/C in acidic media. When employed as an air cathode in zinc-air batteries (ZABs), it also presents higher open-circuit voltage (OCV), discharge voltage plateaus, capacity, and peak power density compared with Pt/C. Density functional theory (DFT) calculations demonstrate that Fe3C (2 2 0)/N-GC has lower activation energy during ORR process and the overpotential generated by Fe3C/N-GC (0.7 V) is obviously less than one of Fe/N-GC (1.37 V) and FeN0.0324/N-GC (1.69 V).",Chemical Engineering Journal,10.1016/j.cej.2022.138823
Microenvironment engineering of Fe-single-atomic-site with nitrogen coordination anchored on carbon nanotubes for boosting oxygen electrocatalysis in alkaline and acidic media,"© 2022 Elsevier B.V.Developing cost-effective and high-performance non-precious electrocatalysts for ORR in acidic and alkaline media is an urgent need for clean energy generation. A significant improvement in the ORR performance has been realized by the single-atom catalysts (SACs). However, activity deterioration caused by the dissolution of catalyst structure is still a lingering challenge. Herein, we report a simple strategy for protecting the structure of SAC by implanting/decorating Fe-ZIF-derived carbon nanotubes with Fe-N4, denoted as FeSA@CNTs. The as-developed FeSA@CNTs catalyst exhibits an outstanding ORR activity in an alkaline medium with onset potential (Eo) = 0.998 V and half-wave potential E1/2 = 0.898 V, which are 28 mV and 29 mV higher than commercial 20% Pt/C, respectively. Moreover, FeSA@CNTs in an acidic medium show an impressive high half-wave potential (E1/2 = 0.8290 V) comparable to Pt/C (E1/2 = 0.8292 V) which is better than most recently reported ORR catalysts. The density functional theory (DFT) validates that the smaller difference in the energy orbitals of Fe in Fe-N4 and O2 improved the electron transfer onto the reaction intermediate (OH*) in the rate-determining step, which provides the higher catalytic activity for FeSA@CNTs' in both acidic and alkaline media.",Chemical Engineering Journal,10.1016/j.cej.2022.138684
A novel one-step calcination tailored single-atom iron and nitrogen co-doped carbon material catalyst for the selective reduction of CO2 to CO,"© 2022 Elsevier B.V.Single atom Fe-N-C based electrocatalysts are the most promising candidates for industrial applications of reduction of CO2. However, preparation of Fe-N-C catalyst often involves complex procedures and expensive precursors/reagents. In this work, we developed a novel one-step calcination method to tailor single-atom Fe-N-C catalyst for CO2 reduction. The maximum Faraday efficiency of CO (FECO) and the Tafel slope of Fe-N-C material was 73% and 68 mv dec−1, respectively, which was much higher than that of the pristine N-C material. The CO2 electroreduction products were CO and H2 with a total Faraday efficiency of 100%, indicating that the Fe-N-C material had high selectivity on CO2 reduction to CO. The designed Fe-Nx structure on the Fe-N-C material acted as a highly active site, and the abundant functional groups and microporous structure resulted in high catalytic performance of Fe-N-C material. This work demonstrates that the tailored single-atom Fe-N-C catalyst by one-step calcination has broad application prospects in the electrochemical reduction of CO2.",Separation and Purification Technology,10.1016/j.seppur.2022.122221
Computational exploration of dual atom catalysts loaded on defective graphene for oxygen reduction reaction,"© 2022 Elsevier B.V.Single and paired atomic catalysts have attracted substantial interest due to their excellent catalytic activity toward oxygen reduction reactions (ORR). Herein, a group of dual metal catalysts with various transition metal (TM = Fe, Co, Ni, Cu, Zn, Ru, and Pt) atoms supported on N-doped graphene with a four-atom vacancy (N8V4) were designed and screened for their ability to catalyze ORR. The density functional theory (DFT) method was employed to obtain theoretical overpotentials (η) to evaluate the performance of each catalyst in comparison with the benchmark catalyst, Pt/C (η = 0.45 V). The volcano plot of ΔG*OH versus onset potential was created. Our results showed that RuCo@N8V4, with paired Ru and Co atoms anchored in N8V4 pores, exhibited the best catalytic activity with an overpotential of 0.33 V on the top of volcano, followed by PtCo@N8V4 (0.38 V), ZnCo@N8V4 (0.41 V) and FeCo@N8V4 (0.43 V). Compared with a single Co atom catalyst Co@N8V4 (η = 0.72 V), it was found that the introduction of the second TM could significantly improve the catalytic performance. This is because the d-band center of the system shifts apart from Fermi energy level, reducing the adsorption of the OH intermediate. Moreover, the local polarization charges of Co and adsorption properties of O2 molecule are also improved by the nature of the second TM, hence enhancing the catalytic activity of the Co catalyst.",Applied Surface Science,10.1016/j.apsusc.2022.154534
Rational design of the first and second coordination spheres for copper single-atom catalyst to boost highly efficient oxygen reduction,"© 2022 Elsevier B.V.Copper is an essential nutrient for all living things and as the component of more than 30 enzymes in the human body for the development of connective tissue, nerve coverings. However, carbon materials doped with nitrogen and transition metal singlet (M[sbnd]N[sbnd]C) with CuN4 site as reaction center usually exhibit unsatisfactory oxygen reduction reaction (ORR) activity, due to poor O2 adsorption and activation. In this work, density functional theory (DFT) was used to explore the effect of introducing heteroatoms such as B, N, P, and S into the first and second coordination spheres to improve the ORR catalytic activity for Cu[sbnd]N[sbnd]C. Through the study of 41 model systems, we predicted CuN3 (ηORR = 0.32 V), CuN4P (II) (ηORR = 0.49 V) and CuN4S2(II) (ηORR = 0.37 V) fragments would have good ORR catalytic activity. This is due to the increased charge and tailored d-band fine structure, optimizing the reaction intermediate binding strength. These findings indicate the influence of the ligand field (formed by the anion in the first and second coordination spheres) on the catalytic activity and provide a new direction for the synthesis of high-efficiency electrocatalyst materials.",Applied Surface Science,10.1016/j.apsusc.2022.154832
Co single atoms and Co nanoparticle relay electrocatalyst for rechargeable zinc air batteries,"© 2022 Elsevier B.V.The commercialization of rechargeable zinc air batteries (ZABs) requires the discovery of high-performance, low-cost and durable bifunctional oxygen electrocatalysts. In this work, we report nitrogen doped carbon nano/microtubes confined metallic cobalt nanoparticles and single atoms (Co@NCNT/Co-SA@NCMT) as robust oxygen electrocatalyst for rechargeable ZABs. Co@NCNT/Co-SA@NCMT exhibits 18 times better ORR performance than Co@NCNT ascribed to the relay catalysis by Co-SAs and Co-NPs via O2→H2O2→H2O pathway. Experimental and theoretical investigations reveal that Co-SAs are capable of efficient oxygen reduction to H2O2, which is further reduced to H2O by Co-NPs due to its higher oxophilicity. Besides, due to the formed microtubes, the overpotential at 100 mA cm−2 in OER catalysis is lowered by 130 mV for Co@NCNT/Co-SA@NCMT than Co@NCNT. The power density of the assembled rechargeable ZAB is 155 mW cm−2 for Co@NCNT/Co-SA@NCMT outperforming the noble-metal counterpart (Pt/CB-IrO2: 71 mW cm−2). Furthermore, a superior stability with inappreciable increment in voltage gap for 300 h is achieved. Co@NCNT/Co-SA@NCMT also performs its high potential in the practical application with a maximum battery performance of 120 mW cm−2 sustained for 17 h in all-solid-state ZABs test.",Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121905
Engineering d-band center of iron single atom site through boron incorporation to trigger the efficient bifunctional oxygen electrocatalysis,"© 2022 Elsevier Inc.Modulating the microenvironment of single-metal active sites holds excellent promises for developing highly efficiently oxygen electrocatalysts. Herein, by combining theoretical predictions and experiments, we reported a general strategy to engineer the electronic properties of iron-nitrogen-carbon (FeN4/C) catalysts via the incorporation of the boron (B) atom for achieving improved catalytic activity in oxygen electrocatalysis. Our theoretical results revealed that B modulation effectively tunes the d-band center of the iron (Fe) active site to optimize its adsorption strength with oxygenated species, greatly enhancing oxygen reduction reaction (ORR) and oxygen evolution reactions (OER) activity. Our experimental measurements then confirmed the above theoretical predictions: the as-synthesized B-doped FeN4/C (Fe-N4-B) material can perform as an eligible bifunctional catalyst for ORR and OER in alkaline media, and its catalytic activity even outperforms the commercial noble metal benchmarks. The present findings provide a promising strategy to further design the advanced catalysts for a wide range of electrochemical applications.",Journal of Colloid and Interface Science,10.1016/j.jcis.2022.07.158
Enhanced electronic interaction between iron phthalocyanine and cobalt single atoms promoting oxygen reduction in alkaline and neutral aluminum-air batteries,"© 2022 Elsevier B.V.Aluminum-air batteries (AABs) have received increasing interest for next-generation energy conversion systems. However, the development of AABs is hindered by the sluggish kinetics of cathodic oxygen reduction reaction (ORR). Iron phthalocyanine (FePc) is one of the active electrocatalysts for ORR but still far from Pt-based materials in terms of electrocatalytic performance. Herein, FePc molecules anchored on the Co single atoms/N-doped porous carbon nanofibers (denoted as FePc@Co-SAs/PCNF) with enhanced electronic interaction are prepared for the ORR. X-ray absorption spectra (XAS) analysis confirms the atomically dispersed Fe and Co sites and reveals the electronic interaction between FePc and Co-N3. The cobalt single atoms can break the electronic distribution symmetry of FePc and induce electronic localization to boost the ORR performance. As a result, the FePc@Co-SAs/PCNF electrocatalyst demonstrates a remarkable ORR activity in both alkaline and neutral electrolytes. The electrocatalytic ORR processes on the FePc@Co-SAs/PCNF are recorded by in-situ Raman spectra. Moreover, the ORR mechanism is discussed, which is supported by density functional theory (DFT) calculations. Furthermore, the AABs based on FePc@Co-SAs/PCNF exhibit remarkable discharge performance. This study offers a new strategy for rationally designing metallic macrocyclic compound electrocatalysts and promotes the development of metal-air batteries.",Chemical Engineering Journal,10.1016/j.cej.2022.138213
Sulfur-doped unsaturated Ni-N3 coordination for efficient electroreduction of CO2,"© 2022Tuning coordination environment of metal atoms in catalysts can improve intrinsic performance of CO2 reduction and accelerate kinetics of CO formation. However, constructing unsaturated coordination configuration of metal single-atom by heteroatom doping still remains a challenge. Herein, a novel electrocatalyst of S/N co-coordinated Ni single-atom (denoted as Ni-SNC) was synthesized by calcining SO42- doped Zn/Ni ZIF for electrocatalytic CO2 reduction. The existence of single-atom Ni was verified by HAADF-STEM, while formation of “unsaturated” Ni-N3-S active sites was confirmed by XANES and EXAFS. The energy barrier of pivotal steps in CO2RR reaction process was reduced on “unsaturated” Ni-N3-S active sites, and sulfur doping improved current density of electrocatalytic process. The energy barrier of CO2→COOH* over Ni-SNC catalyst was only +0.69 eV, which was much less than that (+2.02 eV) over Ni-NC catalyst. The Ni-SNC exhibited CO Faradaic efficiency (FECO) of >90% at -0.6 ∼ -0.9 V vs. RHE with the highest FECO of 95% at −0.8 V.",Chemical Engineering Journal,10.1016/j.cej.2022.137950
Synergistic effect of dual active sites over Ru/α-MoC for accelerating alkaline hydrogen evolution reaction,"© 2022 Elsevier B.V.Developing alkaline hydrogen evolution reaction catalysts with ultra-low overpotential remains a significant challenge. In this paper, a three-dimensional porous Ru/α-MoC has been developed, which features the dual active sites of α-MoC and Ru. The coexistence of ultrafine Ru nanoparticles and Ru single atoms in Ru/α-MoC system is demonstrated by multiple structural characterizations. The fabricated Ru/α-MoC exhibits excellent alkaline HER activity with a low overpotential 25 mV at 10 mA cm−2, outperforming commercial 20% Pt/C (45 mV), and robust electrocatalytic stability at an industrial-scale current density of 400 mA cm−2. Particularly, the turnover frequency value reaches 39.2 s−1 at the overpotential of 100 mV. Experiments and theory investigations demonstrate the electron redistribution at the interface of α-MoC and Ru. The synergistic effect of dual active sites enables the easy cleavage of H-OH bond and the optimal H adsorption energy simultaneously. This work opens up a feasible way to rationally design high-efficient electrocatalysts with dual active sites for typical multistep reactions.",Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121867
Lowering C−C coupling barriers for efficient electrochemical CO2 reduction to C2H4 by jointly engineering single Bi atoms and oxygen vacancies on CuO,"© 2022 Elsevier B.V.Electrochemical CO2 reduction (ECR) to commodity chemicals offers a promising way for mitigating the greenhouse effect and driving the transition from fossil-fuel dependence to a sustainable economy. To this end, the design and development of active and robust electrocatalysts is key. Here we report for the first time that incorporation of bismuth (Bi) single atoms on defective CuO could significantly enhance the ECR reaction to C2H4 by decreasing C–C coupling barriers. The overpotential for C2H4 production is lowered by at least 50 mV, along with a two-fold improvement in the faradaic efficiency, reaching 60% at 400 mA cm−2. The high performance is maintained even after 20 h of consecutive electrolysis. Control experiments along with density functional theory calculations suggest that the joint incorporation of Bi and oxygen vacancies greatly promotes CO2 adsorption and lowers C–C coupling energy barriers, thereby improving the C2H4 selectivity.",Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121823
Two-dimensional mineral hydrogel-derived single atoms-anchored heterostructures for ultrastable hydrogen evolution,"© 2022, The Author(s).Hydrogen energy is critical for achieving carbon neutrality. Heterostructured materials with single metal-atom dispersion are desirable for hydrogen production. However, it remains a great challenge to achieve large-scale fabrication of single atom-anchored heterostructured catalysts with high stability, low cost, and convenience. Here, we report single iron (Fe) atom-dispersed heterostructured Mo-based nanosheets developed from a mineral hydrogel. These rationally designed nanosheets exhibit excellent hydrogen evolution reaction (HER) activity and reliability in alkaline condition, manifesting an overpotential of 38.5 mV at 10 mA cm−2, and superior stability without performance deterioration over 600 h at current density up to 200 mA cm−2, superior to most previously reported non-noble-metal electrocatalysts. The experimental and density functional theory results reveal that the O-coordinated single Fe atom-dispersed heterostructures greatly facilitated H2O adsorption and enabled effective adsorbed hydrogen (H*) adsorption/desorption. The green, scalable production of single-atom-dispersed heterostructured HER electrocatalysts reported here is of great significance in promoting their large-scale implementation.",Nature Communications,10.1038/s41467-022-33725-8
"ZnS-assisted evolution of N,S-doped hierarchical porous carbon nanofiber membrane with highly exposed Fe-N4/Cx sites for rechargeable Zn-air battery","© 2022 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of SciencesBinder-free bifunctional electrocatalysts are attractive for rechargeable Zn-air batteries (ZABs) in grid-scale energy storage and flexible electronics, but suffering from the sluggish mass transport and inadequate catalytic capability. Herein, we propose a scalable approach of in-situ engineering highly exposed Fe-N4/Cx sites on the N,S-doped porous carbon nanofiber membrane as a binder-free air electrode catalyst for ZABs. ZnS nanospheres are firstly used as integrated structure-directing agents to facilitate the electronic modulation of Fe-N4/Cx sites by S doping and construct the hierarchical macro/meso/micropores at high temperature. Neither additional step for removal of ZnS nanospheres nor doping process is required, significantly simplifying the pore formation process and improving the S doping efficiency. Benefiting from the enhanced intrinsic activity of high-density Fe-N4/Cx sites (23.53 μmol g−1) and the optimized mass transport of carbon nanofibers, as-synthesized electrocatalyst shows a positive half-wave potential of 0.89 V for oxygen reduction reaction and a small overpotential of 0.47 V at 10 mA cm−2 for oxygen evolution reaction. When used as the air cathode catalyst for ZABs, it delivers a high specific capacity of 699 mAh g−1 at 5 mA cm−2, a large peak power density of 228 mW cm−2 and a prolonged cycling over 1000 h. At 10 mA cm−2, a robust structure with atomically dispersed Fe is also remained after cycling for 420 h. Due to the flexible properties of the electrocatalyst, as-assembled quasi-solid-state ZAB shows stable cycling over 90 h at alternately flat/bent states, demonstrating great prospects in flexible electronic device applications.",Journal of Energy Chemistry,10.1016/j.jechem.2022.08.017
Single-atom lanthanum on 2D N-doped graphene oxide as a novel bifunctional electrocatalyst for rechargeable zinc–air battery,"© 2022 Elsevier LtdConventional carbon materials have poor electrocatalytic performance due to few active sites. Herein, a rare-earth lanthanum (La) is introduced into the N-doped graphene oxide (NGO) to form the single-atom 2D La@NGO. We analyze the properties of La@NGO series and find that 7%La@NGO shows the most excellent oxygen reduction reaction performances with a half-wave potential up to 0.86 V, outstanding stability, and methanol tolerance in 0.1 M KOH, which are all superior to those of commercial Pt/C electrocatalyst. In addition, 7%La@NGO shows good bifunctional electrocatalytic behaviors with a low ΔE of 0.72 V. The rechargeable zinc–air battery assembled by 7%La@NGO possesses a high power density of 80.9 mW/cm2, a large specific capacity of 640 mAh/g, a high rechargeable efficiency of 55.2%, as excellent cycling stability.",Materials Today Chemistry,10.1016/j.mtchem.2022.101147
Identifying and tailoring C–N coupling site for efficient urea synthesis over diatomic Fe–Ni catalyst,"© 2022, The Author(s).Electrocatalytic urea synthesis emerged as the promising alternative of Haber–Bosch process and industrial urea synthetic protocol. Here, we report that a diatomic catalyst with bonded Fe–Ni pairs can significantly improve the efficiency of electrochemical urea synthesis. Compared with isolated diatomic and single-atom catalysts, the bonded Fe–Ni pairs act as the efficient sites for coordinated adsorption and activation of multiple reactants, enhancing the crucial C–N coupling thermodynamically and kinetically. The performance for urea synthesis up to an order of magnitude higher than those of single-atom and isolated diatomic electrocatalysts, a high urea yield rate of 20.2 mmol h−1 g−1 with corresponding Faradaic efficiency of 17.8% has been successfully achieved. A total Faradaic efficiency of about 100% for the formation of value-added urea, CO, and NH3 was realized. This work presents an insight into synergistic catalysis towards sustainable urea synthesis via identifying and tailoring the atomic site configurations.",Nature Communications,10.1038/s41467-022-33066-6
